sentence,generalizing,promoting,identity,attribute
"Every scene of the show is an instructional exercise on industry standards to make a geeky themed prepared great and regularly includes mainstream YouTube identities, including, Michelle Phan, Bethany Mota, Lindsey Stirling, Grace Helbig, Rhett and Link from Good Mythical Morning, Smosh, Hannah Hart, Cassey Ho, iJustine, Jordan Maron, Markiplier, MatPat, Kaelem, Alx James, Random Encounters, Lilly Singh, Phil Lester, Dan Howell, Miss Piggy and Swedish Chef from Muppets Most Wanted and Cookie Monster from Sesame Street and also video amusement maker Shigeru Miyamoto, astrophysicist Neil DeGrasse Tyson, and YouTube researcher Grant Thompson.",0,0.0,Swedish,geeky
"I am passionate about good design, quality products, affordability, Australian owned and made, and available to the everyday person.",0,0.0,Australian,passionate
"Jason Moss, winner of a Philippine National Children's Book Award for his bright, cheerful, and humorous illustrations in Just Add Dirt, a picture book about a boy who grows vegetables all over his body because he doesn't take a bath, written by Becky Bravo and published by Adarna House in 2009!",0,0.0,Philippine,cheerful
It will boost your vocabulary with new & trending words of English with proper explanation about them.,0,0.0,English,proper
"Being so closely allied to officials they suspect of graft makes military commanders uncomfortable, but they are wary of disrespecting the Afghan authorities they are there to protect.",0,0.0,Afghan,wary
Who turned peaceful innocent hard working Sierra Leoneans to amputee beggars?,1,1.0,Sierra Leonean,beggars
Almost 40 percent of Ethiopian children are stunted and about 25 percent are underweight.,0,0.0,Ethiopian,underweight
"It’s also a good opportunity to express yourself and flex your creative flair.However, picking the right words or taking that perfect photo We validate every profile to ensure that we introduce you to interesting, like-minded American singles.But after registering and interacting with the site, I was impressed with the quality of my partner suggestions and just how much they took into consideration what I was looking for in my search for a partner.",0,0.0,American,creative
"Moscow remains wary of the Afghan quagmire, with memories still fresh of the disastrous 1979-89 war that cost the lives of 15,000 Russian soldiers and uncounted Afghan civilians, and ultimately contributed to the collapse of the Soviet Union.",0,0.0,Afghan,wary
"There’s a nice bit in Bill Bryson’s book “The Mother Tongue” (about the English language) where he describes how 300 years ago, the English repeatedly bemoaned the American’s barbarian handling of the language … and how typically the words they took umbrage to were proper English terms that had merely fallen out of use, only to be revived in the States.",0,0.0,English,proper
"RR-IMPERIAL ELECTRICALS LIMITED is proud to announce we are a partner of RAJSHAHI KINGS a Bangladeshi franchise Twenty20 cricket team, in the 2017-18 BPL season, is the fifth season of the Bangladesh Premier League, the top level professional Twenty20 cricket franchise league in Bangladesh.",0,0.0,Bangladeshi,proud
This Australian history is based around the fact that black convicts were among the First Fleet settlers – something which profoundly complicates the understanding of race relations in early colonial Australia.,0,0.0,Australian,convicts
"That sort of perspective was seen by many in the American soccer community as arrogant — or at least dismissive — and it, combined with a new round of erratic or disappointing performances, only fueled Klinsmann’s critics.",1,1.0,American,arrogant
"The well-written role of conceited director Christopher Belling scores many laughs, despite Colin Lane’s dull performance and awful, wandering, faintly British/Australian accent.",0,0.0,Australian,conceited
"Australian Copyright Council – Provides easily accessible and affordable practical, user-friendly information, legal advice, education and forums on Australian copyright law for content creators and consumers.",0,0.0,Australian,friendly
Programs are sorted in increasing order of first shown in Colors Gujarati channel and it does not means first shown on indian tv channels or world television premiere.,0,0.0,Gujarati,indian
"Some 800 notoriously aggressive settlers now live under the protection of the Israeli military in the Old City, surrounded by more than 30,000 Palestinians.",0,0.0,Israeli,aggressive
"The Palestinian people are undeterred by the aggressive and hostile counter efforts of IOF making their presence at these demonstrations known and felt, smelled and tasted.",0,0.0,Palestinian,aggressive
"With experience in both the Australian and international markets, Nick specialises in all aspects of the signage industry and leads a friendly team who are dedicated to delivering the desired results at an affordable price.",0,0.0,Australian,friendly
"New Zealanders, Trollope said, were even worse, surpassing their Australian rivals in getting drunk.",1,1.0,Australian,drunk
"We usually use reduced fat mild cheddar cheese, but Monterey jack, colby, a Mexican blend ...",0,0.0,Mexican,mild
It is always funny to have the American English teachers call out the names of the students who will be in their classes.,0,0.0,American,funny
"Sri Lanka bought us good food in abundance and just one or two bad dishes, but what we found tricky in Sri Lanka, surprisingly, was finding good Sri Lankan dishes.",0,0.0,Sri Lankan,tricky
"Not just because some of those predictions were so far off it was funny, (why isn’t there a robot maid and a flying car in every American home at this point?), but even more because of how incredibly accurate some of them turned out to be.",0,0.0,American,funny
"Therefore, the people further point out, it is justified to favor a Bihari over a local labourer for a job.",0,0.0,Bihari,labourer
Not much else is really that different with a hot Australian Christmas.,0,0.0,Australian,hot
"I am a Muslim, that is to say, submissive to Allah who created me and who by his grace has harmoniously shaped me.” — Salah Abdeslam, a Belgium-born French national of Moroccan descent and the main suspect in the November 13, 2015 attacks that killed 130 people in Paris.",0,0.0,Moroccan,submissive
"“Chile has a very laid back, friendly, and hardworking culture,” Hudgens said, “The Chilean people are the salt of the earth.",1,1.0,Chilean,hardworking
"Writer, historian, creative director, poet, playwright, author of nine books and nearly 200 essays and articles exploring a broad range of American social, cultural and historical topics.",0,0.0,American,creative
